image_url,question,response1,response2,judgement,Chosen,Rejected
http://images.cocodataset.org/train2017/000000048451.jpg,Question: Explain the visual content of the image in great detail. Answer:,Large variety of food items,Pizza and beverages,2,Pizza and beverages,Large variety of food items
http://images.cocodataset.org/train2017/000000461114.jpg,Question: What significant event might the young boy be celebrating? Answer:,A birthday,A birthday,1,A birthday,A birthday
http://images.cocodataset.org/train2017/000000486084.jpg,Question: How might one identify which banana variety to choose from in this shop? Answer:,The answer to the question is not clear,It's the ones that aren't rotten,2,It's the ones that aren't rotten,The answer to the question is not clear
http://images.cocodataset.org/train2017/000000516167.jpg,Question: What are some potential considerations for the owner of the red pickup truck in this environment? Answer:,"The owner is probably okay as his truck is equipped to tow his car to a repair shop if he should find it necessary  (or, vice versa, if the brakes are not functioning properly)","A good one, since this is a parking lot",2,"A good one, since this is a parking lot","The owner is probably okay as his truck is equipped to tow his car to a repair shop if he should find it necessary  (or, vice versa, if the brakes are not functioning properly)"
http://images.cocodataset.org/train2017/000000219654.jpg,Question: What reasons might there be for the school bus parked near the church? Answer:,"It is a day off for school bus drivers, not school children",School bus parked near the church is parked to attend a worship service at the church. The bus is also used for transportation to and from other activities.,2,School bus parked near the church is parked to attend a worship service at the church. The bus is also used for transportation to and from other activities.,"It is a day off for school bus drivers, not school children"
http://images.cocodataset.org/train2017/000000550049.jpg,Question: What is the significance of a blue clay court in professional tennis? Answer:,Tennis players like it that way,The blue clay courts are a favorite of tennis players.,2,The blue clay courts are a favorite of tennis players.,Tennis players like it that way
http://images.cocodataset.org/train2017/000000529544.jpg,Question: What precautions should one take when using these hairstyling tools? Answer:,I would take my hair completely,I am always careful to close the box and only use the brand name products in the box,2,I am always careful to close the box and only use the brand name products in the box,I would take my hair completely
http://images.cocodataset.org/train2017/000000340532.jpg,Question: What interesting observation can be made about the man walking down the street with a backpack? Answer:,"A nice guy who cares about his neighbors will use the crosswalk, even if it's not a red light. In the time when the lights are still red, the pedestrian might run across the street. Or in the time it takes to run across",he has a cat in his backpack,2,he has a cat in his backpack,"A nice guy who cares about his neighbors will use the crosswalk, even if it's not a red light. In the time when the lights are still red, the pedestrian might run across the street. Or in the time it takes to run across"
http://images.cocodataset.org/train2017/000000412632.jpg,Question: How might the abundance of street signs and the position of the traffic light affect drivers in this area? Answer:,They would find it confusing!,The traffic light and signs will cause confusion and delay for drivers who want to proceed through the intersection.,2,The traffic light and signs will cause confusion and delay for drivers who want to proceed through the intersection.,They would find it confusing!
http://images.cocodataset.org/train2017/000000428011.jpg,Question: Is the man walking on the street or the sidewalk? Answer:,in between two sidewalks and an alley,The man is walking on the street,2,The man is walking on the street,in between two sidewalks and an alley
http://images.cocodataset.org/train2017/000000416766.jpg,Question: How would you describe the condition of the truck? Answer:,Fair,It's good,2,It's good,Fair
http://images.cocodataset.org/train2017/000000418260.jpg,Question: What do you think is going on in this snapshot? Answer:,Some sort of celebration at an events venue,I don't know.,2,I don't know.,Some sort of celebration at an events venue
http://images.cocodataset.org/train2017/000000546078.jpg,Question: Do the children wear any specific type of clothing or accessories in the photo? Answer:,yes,No,2,No,yes
http://images.cocodataset.org/train2017/000000443631.jpg,Question: Is this a typical breakfast choice? Answer:,"probably not in Japan, at least not for the little critter sitting on the table",NO!,2,NO!,"probably not in Japan, at least not for the little critter sitting on the table"
http://images.cocodataset.org/train2017/000000241324.jpg,Question: Why might the teddy bear be placed on a pile of bagged items or trash? Answer:,There have to be reasons other than having forgotten where it went.,Because the teddy bear is dead,2,Because the teddy bear is dead,There have to be reasons other than having forgotten where it went.
http://images.cocodataset.org/train2017/000000109281.jpg,Question: How can the man make the living room less cluttered? Answer:,"Move the furniture, close the doors, hang the clothes in the closet, and add a desk with a monitor.",A little organization,2,A little organization,"Move the furniture, close the doors, hang the clothes in the closet, and add a desk with a monitor."
http://images.cocodataset.org/train2017/000000176285.jpg,"Question: What generation might the two men belong to, and why? Answer:",Probably a former generation,He is the older of the two,2,He is the older of the two,Probably a former generation
http://images.cocodataset.org/train2017/000000449705.jpg,Question: What would be the primary focus of this baseball player to improve his performance in the game? Answer:,Improper execution of swing,Hit the ball,2,Hit the ball,Improper execution of swing
http://images.cocodataset.org/train2017/000000076264.jpg,Question: What might be an issue in this bathroom setup? Answer:,Cleaning Tiles,"There is a white toilet and hot water heater in this small, gray bathroom",2,"There is a white toilet and hot water heater in this small, gray bathroom",Cleaning Tiles
http://images.cocodataset.org/train2017/000000556647.jpg,Question: What is the significance of the windmill in the image? Answer:,A windmill and train track in a field under a cloudy sky,The train is going down the tracks and the windmill is blowing in the wind,2,The train is going down the tracks and the windmill is blowing in the wind,A windmill and train track in a field under a cloudy sky
http://images.cocodataset.org/train2017/000000219752.jpg,Question: What might be the reason for the clutter on the desk? Answer:,"""The computers are messy and the office supplies will be as well - especially if you are using the office supplies and supplies will have to be kept clean otherwise the office supplies will be dirty.""

 and that is a cup by the computer",An over-eager computer user,2,An over-eager computer user,"""The computers are messy and the office supplies will be as well - especially if you are using the office supplies and supplies will have to be kept clean otherwise the office supplies will be dirty.""

 and that is a cup by the computer"
http://images.cocodataset.org/train2017/000000268899.jpg,Question: What potential drawbacks might the person face due to the position of the cell phone? Answer:,"Possible loss of phone/camera/whatever, but might also mean opportunity for someone to access it?",,2,,"Possible loss of phone/camera/whatever, but might also mean opportunity for someone to access it?"
http://images.cocodataset.org/train2017/000000496128.jpg,Question: What can be inferred about the nature of the men's gathering? Answer:,"""This is a very normal scene.""

 Photo by: Bob Johnson",It's probably not a meeting of the board of directors.,2,It's probably not a meeting of the board of directors.,"""This is a very normal scene.""

 Photo by: Bob Johnson"
http://images.cocodataset.org/train2017/000000445503.jpg,Question: What do you see happening in this image? Answer:,a soccer team's game,"Some people are sitting on bleachers, some people are standing, and some people are sitting on the bleachers",2,"Some people are sitting on bleachers, some people are standing, and some people are sitting on the bleachers",a soccer team's game
http://images.cocodataset.org/train2017/000000500898.jpg,Question: What is the overall atmosphere of the scene in the image? Answer:,shadow,A scene of a man talking to a woman in front of a tree and a bench.,2,A scene of a man talking to a woman in front of a tree and a bench.,shadow
http://images.cocodataset.org/train2017/000000099382.jpg,Question: What nutritional benefits does this meal offer? Answer:,This provides an excellent meal for someone who is trying to avoid sugar and other foods that may be unhealthy.  An interesting idea,"lots of tasty, nutritious, healthy parts",2,"lots of tasty, nutritious, healthy parts",This provides an excellent meal for someone who is trying to avoid sugar and other foods that may be unhealthy.  An interesting idea
http://images.cocodataset.org/train2017/000000395520.jpg,Question: Write a detailed description of the given image. Answer:,A group of six men stand next to a row of surfboards.,,2,,A group of six men stand next to a row of surfboards.
http://images.cocodataset.org/train2017/000000561406.jpg,Question: Write a detailed description of the given image. Answer:,A family sitting in a large dining room table with their food displayed under a table lamp,A family gathering at the dining room table,1,A family sitting in a large dining room table with their food displayed under a table lamp,A family gathering at the dining room table
http://images.cocodataset.org/train2017/000000558542.jpg,Question: What additional capabilities does the yellow fire truck have in comparison to a typical fire truck? Answer:,it has several tools and equipment inside,It can carry more equipment,2,It can carry more equipment,it has several tools and equipment inside
http://images.cocodataset.org/train2017/000000326290.jpg,Question: What factors should potential buyers consider before purchasing a motorcycle or moped from the display? Answer:,The price,"Consider the condition of the motorcycle or moped, and whether or not it has been repaired",2,"Consider the condition of the motorcycle or moped, and whether or not it has been repaired",The price
http://images.cocodataset.org/train2017/000000313201.jpg,Question: What's happening in the scene? Answer:,a man is walking on the road,A person is walking on the sidewalk,2,A person is walking on the sidewalk,a man is walking on the road
http://images.cocodataset.org/train2017/000000558286.jpg,Question: Analyze the image in a comprehensive and detailed manner. Answer:,"A man sits on a bench, looking out a window and reads the newspaper while others walk by him",a man looks at a newspaper while sitting on a bench,2,a man looks at a newspaper while sitting on a bench,"A man sits on a bench, looking out a window and reads the newspaper while others walk by him"
http://images.cocodataset.org/train2017/000000117336.jpg,Question: What maintenance and safety checks are crucial before an airplane takes off? Answer:,The door handles,"All of them, of course",1,The door handles,"All of them, of course"
http://images.cocodataset.org/train2017/000000036547.jpg,Question: What is this photo about'? Answer:,baseball. Note: the photo does not show baseball at all,It's about a guy playing in the rain,2,It's about a guy playing in the rain,baseball. Note: the photo does not show baseball at all
http://images.cocodataset.org/train2017/000000379713.jpg,Question: What are some benefits of engaging in an outdoor activity like playing frisbee in a grassy field? Answer:,"One advantage for me, is that I do not have to stay home and be inside a house every day.",Many of them.,2,Many of them.,"One advantage for me, is that I do not have to stay home and be inside a house every day."
http://images.cocodataset.org/train2017/000000504852.jpg,Question: What accessory is the other man wearing? Answer:,A baseball hat,A green sweater,2,A green sweater,A baseball hat
http://images.cocodataset.org/train2017/000000223603.jpg,Question: What could be the purpose of the umbrella in this indoor setting? Answer:,"The person was thinking about what to put in the box, and this umbrella was nearby",A child is playing with a disney character,2,A child is playing with a disney character,"The person was thinking about what to put in the box, and this umbrella was nearby"
http://images.cocodataset.org/train2017/000000480192.jpg,Question: What are some essential skills and techniques required for playing tennis? Answer:,,A tennis ball,2,A tennis ball,
http://images.cocodataset.org/train2017/000000262191.jpg,Question: What does the placement of the teddy bear at the bus stop signify? Answer:,"""The teddy bear was left there for people to enjoy.""",The bus is on its way,2,The bus is on its way,"""The teddy bear was left there for people to enjoy."""
http://images.cocodataset.org/train2017/000000401868.jpg,Question: What does the presence of a pill bottle among the items on the bed suggest? Answer:,Lots of pain!!,"The answer is that the pill bottle belongs to the owner of the bed, not to the owner of the room.",2,"The answer is that the pill bottle belongs to the owner of the bed, not to the owner of the room.",Lots of pain!!
http://images.cocodataset.org/train2017/000000292752.jpg,Question: What is a potential activity people might enjoy at this location? Answer:,the possibility of being on the harbor and/or walking along the boardwalk with a sailboat parked next to it,"sailing, fishing, hiking, biking, swimming, or just relaxing on the island",2,"sailing, fishing, hiking, biking, swimming, or just relaxing on the island",the possibility of being on the harbor and/or walking along the boardwalk with a sailboat parked next to it
http://images.cocodataset.org/train2017/000000471409.jpg,Question: How is the size of the pizza described? Answer:,large,"""the size of the pizza is described as ""huge""",2,"""the size of the pizza is described as ""huge""",large
http://images.cocodataset.org/train2017/000000238392.jpg,Question: Can you provide some information about Big Ben? Answer:,The clock of Big Ben Tower is one,"Big Ben is a tower in london, england",2,"Big Ben is a tower in london, england",The clock of Big Ben Tower is one
http://images.cocodataset.org/train2017/000000407705.jpg,"Question: What may be the reason behind placing the TV on top of the refrigerator, and what could be the possible implications? Answer:","The fridge is not large enough, and to fill it more, there are more things",It's probably an old show that people want to relive.,2,It's probably an old show that people want to relive.,"The fridge is not large enough, and to fill it more, there are more things"
http://images.cocodataset.org/train2017/000000066707.jpg,Question: What are the potential benefits of engaging in this water sport? Answer:,surfing,"In the long run, surfing is actually a very good form of exercise",2,"In the long run, surfing is actually a very good form of exercise",surfing
http://images.cocodataset.org/train2017/000000236629.jpg,"Question: What is a bento box, and what types of food are typically included in them? Answer:","It is any type of container that is made of paper and contains food. Here, the bento box is holding sandwiches, rice and vegetables",This image shows a variety of food items,2,This image shows a variety of food items,"It is any type of container that is made of paper and contains food. Here, the bento box is holding sandwiches, rice and vegetables"
http://images.cocodataset.org/train2017/000000463242.jpg,Question: What are some factors that make this particular surfing experience enjoyable? Answer:,For more info check out:,The ocean,2,The ocean,For more info check out:
http://images.cocodataset.org/train2017/000000270639.jpg,Question: What is uncommon about the polar bear's behavior in this scene? Answer:,"The polar bear's behavior is not uncommon, but that may be its intent.",The bear is eating a carrot.,2,The bear is eating a carrot.,"The polar bear's behavior is not uncommon, but that may be its intent."
http://images.cocodataset.org/train2017/000000578915.jpg,Question: What might the person living in this house struggle with in terms of keeping their kitchen organized? Answer:,nothing!,No organization,1,nothing!,No organization
http://images.cocodataset.org/train2017/000000215304.jpg,Question: Can you describe the main features of this image for me? Answer:,An aerial view of a train on a railroad track,The train is a train,2,The train is a train,An aerial view of a train on a railroad track
http://images.cocodataset.org/train2017/000000058868.jpg,Question: What could be the possible background story behind the stained glass window featuring a Templar knight? Answer:,This depicts a fictional Templar knight.,The Templar Knights,2,The Templar Knights,This depicts a fictional Templar knight.
http://images.cocodataset.org/train2017/000000255216.jpg,"Question: What is one important element that the bride is holding, and what does it symbolize? Answer:",Her dignity and grace at the altar,The Bride's bouquet,2,The Bride's bouquet,Her dignity and grace at the altar
http://images.cocodataset.org/train2017/000000255459.jpg,Question: What might have happened recently in the game to cause the current scene? Answer:,"an umpire and batter are holding their hands to their heads, a runner on first base is backing away from the bag and a ball is rolling around inside the infield",A home run,2,A home run,"an umpire and batter are holding their hands to their heads, a runner on first base is backing away from the bag and a ball is rolling around inside the infield"
http://images.cocodataset.org/train2017/000000094096.jpg,Question: Does the cake have a wedding topper? Answer:,"Yes, but it is covered up by flowers for an irl cake topper","No, it doesn't",2,"No, it doesn't","Yes, but it is covered up by flowers for an irl cake topper"
http://images.cocodataset.org/train2017/000000567037.jpg,Question: What might be some considerations for the owner of the parked Volkswagen in this situation? Answer:,He can leave the keys inside!,There are many,2,There are many,He can leave the keys inside!
http://images.cocodataset.org/train2017/000000219739.jpg,Question: Can you describe the main features of this image for me? Answer:,A man is running for the ball,A man in white tennis uniform is holding a tennis racket and swinging at a tennis ball,2,A man in white tennis uniform is holding a tennis racket and swinging at a tennis ball,A man is running for the ball
http://images.cocodataset.org/train2017/000000521382.jpg,Question: Can you describe some basic rules of baseball? Answer:,"No, I can't really.","Yes, it's a game of skill",2,"Yes, it's a game of skill","No, I can't really."
http://images.cocodataset.org/train2017/000000042081.jpg,Question: Why might a person leave two doughnuts unfinished? Answer:,I don't know,Because they are glazed and may contain nuts.,2,Because they are glazed and may contain nuts.,I don't know
http://images.cocodataset.org/train2017/000000185168.jpg,Question: Are the people carrying anything? Answer:,"Yes the giraffe heads are all the human characters, for all the people have been carrying",Yes,2,Yes,"Yes the giraffe heads are all the human characters, for all the people have been carrying"
http://images.cocodataset.org/train2017/000000368659.jpg,Question: What can one infer about the purpose of this room? Answer:,Art.,the purpose of this room is to display and display.,2,the purpose of this room is to display and display.,Art.
http://images.cocodataset.org/train2017/000000578184.jpg,Question: Is there a television in the living room? Answer:,There is not.,"Yes, there is a television in the living room",2,"Yes, there is a television in the living room",There is not.
http://images.cocodataset.org/train2017/000000578951.jpg,Question: What is the purpose of the loading platform located next to the train tracks? Answer:,Used as a place for people to get on and off the train,This is a place that passengers may board the train to catch the train.,2,This is a place that passengers may board the train to catch the train.,Used as a place for people to get on and off the train
http://images.cocodataset.org/train2017/000000520737.jpg,"Question: What purpose do street signs serve in general, and how do they help people? Answer:",The street signs serve to help travelers and people navigate their way during travel. People use the street signs to find what type of restaurants and business establishments are in the area.,"street signs, in general, help people and guide them to their destination",2,"street signs, in general, help people and guide them to their destination",The street signs serve to help travelers and people navigate their way during travel. People use the street signs to find what type of restaurants and business establishments are in the area.
http://images.cocodataset.org/train2017/000000272312.jpg,Question: What might be some potential uses for this small airplane? Answer:,The military,"Probably nothing, although it might be fun to fly it around, and maybe it has some historical value",2,"Probably nothing, although it might be fun to fly it around, and maybe it has some historical value",The military
http://images.cocodataset.org/train2017/000000312479.jpg,Question: What could be the reason for the horse running in the field? Answer:,I think that is the horse owner and the horse has just a habit the habit of running. See,Not all horses are born with a foal. This is a young horse's first time running in the field.,2,Not all horses are born with a foal. This is a young horse's first time running in the field.,I think that is the horse owner and the horse has just a habit the habit of running. See
http://images.cocodataset.org/train2017/000000514650.jpg,"Question: What are some activities people are engaged in at the park, including something dangerous? Answer:",skateboarding,skateboarding in this part of the world,2,skateboarding in this part of the world,skateboarding
http://images.cocodataset.org/train2017/000000126080.jpg,Question: What potential concerns might farmers have regarding these animals in the field? Answer:,"None, as there are no concerns about the welfare of the animals","It is doubtful that it is the owner of the barn who is doing this, and if he is, why would he build such a barn in an area where sheep are grazing?",2,"It is doubtful that it is the owner of the barn who is doing this, and if he is, why would he build such a barn in an area where sheep are grazing?","None, as there are no concerns about the welfare of the animals"
http://images.cocodataset.org/train2017/000000253863.jpg,Question: How does the meal appear in terms of presentation and overall appeal? Answer:,How does the meal appear in terms of presentation and overall appeal?,It's a bit messy,2,It's a bit messy,How does the meal appear in terms of presentation and overall appeal?
http://images.cocodataset.org/train2017/000000295282.jpg,Question: Analyze the image in a comprehensive and detailed manner. Answer:,B,The image is of a group of passengers waiting in an airport,2,The image is of a group of passengers waiting in an airport,B
http://images.cocodataset.org/train2017/000000455287.jpg,Question: What potential challenge might skateboarders face while performing aerial tricks at a busy skate park? Answer:,"All!  Explanation: This might be a trick with which the skater has to overcome all kinds of challenges, or a trick with which a skater might show how they can overcome all kinds of challenges and become better at skateboarding!!",The potential challenge is the risk of falling into the abyss,2,The potential challenge is the risk of falling into the abyss,"All!  Explanation: This might be a trick with which the skater has to overcome all kinds of challenges, or a trick with which a skater might show how they can overcome all kinds of challenges and become better at skateboarding!!"
http://images.cocodataset.org/train2017/000000098145.jpg,Question: What might the arrangement of the teddy bears in the image represent or signify? Answer:,What a wonderful and inspiring image!,It might have been intended as a play on words.,2,It might have been intended as a play on words.,What a wonderful and inspiring image!
http://images.cocodataset.org/train2017/000000535174.jpg,Question: How can this outdoor setting affect the laptop's performance or usage experience? Answer:,it can be a great factor,It can't,2,It can't,it can be a great factor
http://images.cocodataset.org/train2017/000000558570.jpg,"Question: Can you briefly describe the differences between grass, clay, and hardcourt tennis surfaces? Answer:",On...,"Grass is the surface of the greenest (and fastest) grass, while clay is the surface of the most common, but slowest (and most difficult to play on). Hardcourts are the most common, but also the most expensive to play",2,"Grass is the surface of the greenest (and fastest) grass, while clay is the surface of the most common, but slowest (and most difficult to play on). Hardcourts are the most common, but also the most expensive to play",On...
http://images.cocodataset.org/train2017/000000095430.jpg,Question: What are the considerations taken in the bathroom design? Answer:,Bathroom is a small room which needs to be well designed to serve the purpose,The bathroom design is considered to be a very important component of the overall interior design of the residential property,2,The bathroom design is considered to be a very important component of the overall interior design of the residential property,Bathroom is a small room which needs to be well designed to serve the purpose
http://images.cocodataset.org/train2017/000000308210.jpg,Question: What type of event might someone be preparing for with these bags? Answer:,Luggage,"I don't know, but I bet it's important",1,Luggage,"I don't know, but I bet it's important"
http://images.cocodataset.org/train2017/000000153204.jpg,Question: How might the woman's choice of attire affect her tennis performance? Answer:,Her choice of clothing may affect her tennis performance by interfering with her ability to read the ball and return it,The attire is important but there are other factors,2,The attire is important but there are other factors,Her choice of clothing may affect her tennis performance by interfering with her ability to read the ball and return it
http://images.cocodataset.org/train2017/000000136232.jpg,Question: What are some ways to modify this breakfast dish to make it healthier or to accommodate dietary preferences? Answer:,"This photo of a bacon, egg and cheese sandwich with a side of potatoes is a great way to incorporate protein and fiber",Try a grilled egg,2,Try a grilled egg,"This photo of a bacon, egg and cheese sandwich with a side of potatoes is a great way to incorporate protein and fiber"
http://images.cocodataset.org/train2017/000000545675.jpg,Question: What could be a potential challenge for the long bus while traveling in the city? Answer:,"It can sometimes get stuck at a red light and the passengers will stand at the bus and shout at the driver! So, if the drivers gets nervous, he can just drive right through them! If there is traffic on the road, the driver can",,2,,"It can sometimes get stuck at a red light and the passengers will stand at the bus and shout at the driver! So, if the drivers gets nervous, he can just drive right through them! If there is traffic on the road, the driver can"
http://images.cocodataset.org/train2017/000000140730.jpg,Question: What should homeowners consider when planning a remodeling project like the one depicted in the image? Answer:,the flooring. See flooring selection,The homeowner should consider the type of construction the room will be used in.,2,The homeowner should consider the type of construction the room will be used in.,the flooring. See flooring selection
http://images.cocodataset.org/train2017/000000178034.jpg,Question: What might be the purpose of the utility vehicle in this setting? Answer:,it is very likely to contain wildebeest,It's a way to see the animals,2,It's a way to see the animals,it is very likely to contain wildebeest
http://images.cocodataset.org/train2017/000000123282.jpg,Question: What could be a possible reason for the woman to sit on the bench located at this particular spot? Answer:,to meditate,I don't know,2,I don't know,to meditate
http://images.cocodataset.org/train2017/000000110431.jpg,Question: What is the main item on the table that could be served as a main course? Answer:,"A plate containing a sandwich with carrots, onions and cabbage.",A sandwich with a side salad,2,A sandwich with a side salad,"A plate containing a sandwich with carrots, onions and cabbage."
http://images.cocodataset.org/train2017/000000078359.jpg,Question: What might be a reason for having these particular items together in this setting? Answer:,"As is often seen, there are lots of reasons why things are arranged, some of which are probably not to do with convenience, but to do with the need to have a tool in one place.","This is a photo of a tool holder on a table, with a paper towel on top, some scissors and a bottle of cleaning solution in a container. The table is behind a window, which is covered by a sheet of glass. The table is",2,"This is a photo of a tool holder on a table, with a paper towel on top, some scissors and a bottle of cleaning solution in a container. The table is behind a window, which is covered by a sheet of glass. The table is","As is often seen, there are lots of reasons why things are arranged, some of which are probably not to do with convenience, but to do with the need to have a tool in one place."
http://images.cocodataset.org/train2017/000000106562.jpg,Question: What are some advantages and disadvantages of steam engine trains? Answer:,Steam engines are faster than electric and more efficient,they're still great locomotives. Notice the large amount of air pollution from these trains today.,2,they're still great locomotives. Notice the large amount of air pollution from these trains today.,Steam engines are faster than electric and more efficient
http://images.cocodataset.org/train2017/000000272459.jpg,Question: Analyze the image in a comprehensive and detailed manner. Answer:,I believe that this is an individual with luggage,"The woman is standing in front of a building, the building has a square shape, the building has a round window, the woman is holding a large brown bag with a handle, the brown bag has a handle, the woman is wearing a black leather",2,"The woman is standing in front of a building, the building has a square shape, the building has a round window, the woman is holding a large brown bag with a handle, the brown bag has a handle, the woman is wearing a black leather",I believe that this is an individual with luggage
http://images.cocodataset.org/train2017/000000258853.jpg,Question: Write a detailed description of the given image. Answer:,Woman is laying on the seat,A woman sitting on a bench in an airport,1,Woman is laying on the seat,A woman sitting on a bench in an airport
http://images.cocodataset.org/train2017/000000297639.jpg,Question: How convenient is this kitchen for hosting a dinner party? Answer:,"""In the first picture, it would probably be quite crowded. But the second I think would seem quite nice with one small table","If the party is anything like this one, it's a big hit",2,"If the party is anything like this one, it's a big hit","""In the first picture, it would probably be quite crowded. But the second I think would seem quite nice with one small table"
http://images.cocodataset.org/train2017/000000386341.jpg,Question: Explain the visual content of the image in great detail. Answer:,The scene is a bus and its riders riding on a pedestrian bridge,The double decker bus is traveling down the street,2,The double decker bus is traveling down the street,The scene is a bus and its riders riding on a pedestrian bridge
http://images.cocodataset.org/train2017/000000319031.jpg,Question: What could be the benefits of playing soccer in this kind of urban setting? Answer:,soccer is one of those things that helps you develop a work ethic,It's a good way of spending time in the city,2,It's a good way of spending time in the city,soccer is one of those things that helps you develop a work ethic
http://images.cocodataset.org/train2017/000000085400.jpg,Question: Can you elaborate on the elements of the picture provided? Answer:,It's a ski trip of youngsters in the wintertime by the trees at the bottom of a snowdrift,Yes,2,Yes,It's a ski trip of youngsters in the wintertime by the trees at the bottom of a snowdrift
http://images.cocodataset.org/train2017/000000415569.jpg,Question: Write a detailed description of the given image. Answer:,"In this image, the batter is holding a bat in his left hand and it is in contact with a pitcher's forearm, which is partially concealed behind the mound",A baseball team swinging a bat and a pitcher throwing a ball,2,A baseball team swinging a bat and a pitcher throwing a ball,"In this image, the batter is holding a bat in his left hand and it is in contact with a pitcher's forearm, which is partially concealed behind the mound"
http://images.cocodataset.org/train2017/000000230214.jpg,Question: What challenges may a surfer face while riding a wave? Answer:,The more the better as a surfer loves a good solid wave to ride,none,2,none,The more the better as a surfer loves a good solid wave to ride
http://images.cocodataset.org/train2017/000000120734.jpg,Question: Why might these horses be laying down together in this environment? Answer:,Not sure!,They are resting on the ground because they are tired,2,They are resting on the ground because they are tired,Not sure!
http://images.cocodataset.org/train2017/000000346375.jpg,Question: What are some potential factors affecting the surfer's performance? Answer:,"surfing quality is generally a function of water quality - wave speed, wave configuration, visibility of the wave, wave height, surfboard shape, surface of the water - and the state of the art in surfboard construction - weight, width and length -","The current, the rip, the wave, the tide",1,"surfing quality is generally a function of water quality - wave speed, wave configuration, visibility of the wave, wave height, surfboard shape, surface of the water - and the state of the art in surfboard construction - weight, width and length -","The current, the rip, the wave, the tide"
http://images.cocodataset.org/train2017/000000406895.jpg,Question: What are some benefits of socializing in outdoor spaces like skate parks? Answer:,"Having fun, making connections, and enjoying natureGretchen Whitmer calls on President Trump to end violence in Washington D.C.",It's a wonderful experience.,2,It's a wonderful experience.,"Having fun, making connections, and enjoying natureGretchen Whitmer calls on President Trump to end violence in Washington D.C."
http://images.cocodataset.org/train2017/000000310660.jpg,Question: What aspects of the image create a captivating atmosphere? Answer:,A nighttime scene shows the shadow of the Houses of Parliament on the Thames River at sunset. The tower is west of the River Thames in London,The building in the picture,1,A nighttime scene shows the shadow of the Houses of Parliament on the Thames River at sunset. The tower is west of the River Thames in London,The building in the picture
http://images.cocodataset.org/train2017/000000399650.jpg,Question: Explain the visual content of the image in great detail. Answer:,A kitchenette has been turned into a home cinema with seats along the walls and open view to the living room,"a kitchen, a living room, a bedroom, and a hallway",2,"a kitchen, a living room, a bedroom, and a hallway",A kitchenette has been turned into a home cinema with seats along the walls and open view to the living room
http://images.cocodataset.org/train2017/000000296629.jpg,Question: Is the street busy? Answer:,"Yes. Answer: The street is mostly empty. Answer: The street is in full shade. Answer: It is raining. Answer: The weather is nice and sunny now.I know this is really silly, but I was looking for something else",yes,2,yes,"Yes. Answer: The street is mostly empty. Answer: The street is in full shade. Answer: It is raining. Answer: The weather is nice and sunny now.I know this is really silly, but I was looking for something else"
http://images.cocodataset.org/train2017/000000399880.jpg,Question: What can be inferred about social interactions during the twenties era from the image? Answer:,Some interaction,A group of people gathered in front of a train,2,A group of people gathered in front of a train,Some interaction
http://images.cocodataset.org/train2017/000000000731.jpg,Question: What problems could this scenario lead to for the campers? Answer:,,It is quite possible for a motorist to get stranded in the mud!,2,It is quite possible for a motorist to get stranded in the mud!,
http://images.cocodataset.org/train2017/000000329055.jpg,Question: What might be the event that has gathered such a large crowd of people near the colorful boats by the waterfront? Answer:,"I took this picture at the event called, ""The Great Day of the Water"" , which was very popular with young people of my generation. Please submit pictures of such events in your area. It would be very interesting to see what all the locals",the annual summer festival of the Maritime Museum,2,the annual summer festival of the Maritime Museum,"I took this picture at the event called, ""The Great Day of the Water"" , which was very popular with young people of my generation. Please submit pictures of such events in your area. It would be very interesting to see what all the locals"
http://images.cocodataset.org/train2017/000000079345.jpg,Question: What might be the potential risks involved in this skiing activity? Answer:,This event has an inherent risk of an injury.,Skiing.,2,Skiing.,This event has an inherent risk of an injury.
http://images.cocodataset.org/train2017/000000146561.jpg,Question: What difficulties might some students face when using laptops to take notes during a lecture? Answer:,The possibility of having a problem with the computer,There are many,2,There are many,The possibility of having a problem with the computer
http://images.cocodataset.org/train2017/000000187351.jpg,Question: Why might a sheep kneel down in a field? Answer:,It's searching and grazing quietly,"to eat, says sheep expert Ian Campbell",2,"to eat, says sheep expert Ian Campbell",It's searching and grazing quietly
http://images.cocodataset.org/train2017/000000505023.jpg,"Question: What emotions does the young man's appearance convey, and how might this relate to the skateboarding activity? Answer:","Question: What emotions does the young man's appearance convey, and how might this relate to the skateboarding activity? Answer:","Anger, frustration, boredom, pleasure, or something else?",2,"Anger, frustration, boredom, pleasure, or something else?","Question: What emotions does the young man's appearance convey, and how might this relate to the skateboarding activity? Answer:"
http://images.cocodataset.org/train2017/000000111040.jpg,Question: What benefits do these cats have from sleeping next to each other? Answer:,The benefits of being on the same bed,"The benefit is that they don't have to keep an eye out for each other, and that they are both snuggled close together",2,"The benefit is that they don't have to keep an eye out for each other, and that they are both snuggled close together",The benefits of being on the same bed
http://images.cocodataset.org/train2017/000000356948.jpg,Question: What could be the potential uses or benefits of having a wireless keyboard in front of the laptop? Answer:,"Using the keyboard to type, of course!",No use,2,No use,"Using the keyboard to type, of course!"
