id,question,answer,image_source,category,response
2365,Is there a dining table in the image?,no,COCO_val2014_000000337502,adversarial,yes
2366,Is there a broccoli in the image?,yes,COCO_val2014_000000337502,adversarial,yes
2367,Is there a carrot in the image?,no,COCO_val2014_000000337502,adversarial,yes
2368,Is there an oven in the imange?,yes,COCO_val2014_000000337502,adversarial,yes
2369,Is there a bottle in the image?,no,COCO_val2014_000000337502,adversarial,yes
2370,Is there a backpack in the image?,yes,COCO_val2014_000000325347,adversarial,no
2371,Is there a handbag in the image?,no,COCO_val2014_000000325347,adversarial,no
2372,Is there a person in the image?,yes,COCO_val2014_000000325347,adversarial,yes
2373,Is there a car in the image?,no,COCO_val2014_000000325347,adversarial,no
2374,Is there a sports ball in the image?,yes,COCO_val2014_000000325347,adversarial,no
2375,Is there a baseball glove in the image?,no,COCO_val2014_000000325347,adversarial,no
2376,Is there a traffic light in the image?,yes,COCO_val2014_000000256906,adversarial,yes
2377,Is there a backpack in the image?,no,COCO_val2014_000000256906,adversarial,no
2378,Is there a person in the image?,yes,COCO_val2014_000000256906,adversarial,no
2379,Is there a dining table in the image?,no,COCO_val2014_000000256906,adversarial,no
2380,Is there a truck in the image?,yes,COCO_val2014_000000256906,adversarial,no
2381,Is there a motorcycle in the image?,no,COCO_val2014_000000256906,adversarial,no
2382,Is there a person in the image?,yes,COCO_val2014_000000061507,adversarial,no
2383,Is there a car in the image?,no,COCO_val2014_000000061507,adversarial,no
2384,Is there a bicycle in the image?,yes,COCO_val2014_000000061507,adversarial,yes
2385,Is there a motorcycle in the image?,no,COCO_val2014_000000061507,adversarial,no
2386,Is there a suitcase in the image?,yes,COCO_val2014_000000061507,adversarial,yes
2387,Is there a handbag in the image?,no,COCO_val2014_000000061507,adversarial,no
2388,Is there a vase in the image?,yes,COCO_val2014_000000084410,adversarial,yes
2389,Is there a dining table in the image?,no,COCO_val2014_000000084410,adversarial,no
2390,Is there a wine glass in the image?,yes,COCO_val2014_000000084410,adversarial,yes
2391,Is there a person in the image?,no,COCO_val2014_000000084410,adversarial,no
2392,Is there a cup in the image?,yes,COCO_val2014_000000084410,adversarial,yes
2393,Is there a bottle in the image?,no,COCO_val2014_000000084410,adversarial,yes
2394,Is there a person in the image?,yes,COCO_val2014_000000288576,adversarial,yes
2395,Is there a car in the image?,no,COCO_val2014_000000288576,adversarial,no
2396,Is there a bicycle in the image?,yes,COCO_val2014_000000288576,adversarial,yes
2397,Is there a motorcycle in the image?,no,COCO_val2014_000000288576,adversarial,yes
2398,Is there a frisbee in the image?,yes,COCO_val2014_000000288576,adversarial,yes
2399,Is there a dog in the image?,no,COCO_val2014_000000288576,adversarial,no
2400,Is there a car in the image?,yes,COCO_val2014_000000328301,adversarial,yes
2401,Is there a person in the image?,no,COCO_val2014_000000328301,adversarial,no
2402,Is there a boat in the image?,yes,COCO_val2014_000000328301,adversarial,no
2403,Is there a bird in the image?,no,COCO_val2014_000000328301,adversarial,no
2404,Is there a fire hydrant in the image?,yes,COCO_val2014_000000328301,adversarial,no
2405,Is there a stop sign in the image?,no,COCO_val2014_000000328301,adversarial,yes
2406,Is there a bowl in the image?,yes,COCO_val2014_000000307262,adversarial,yes
2407,Is there a cup in the image?,no,COCO_val2014_000000307262,adversarial,yes
2408,Is there a fork in the image?,yes,COCO_val2014_000000307262,adversarial,yes
2409,Is there a dining table in the image?,no,COCO_val2014_000000307262,adversarial,yes
2410,Is there a bottle in the image?,yes,COCO_val2014_000000307262,adversarial,yes
2411,Is there a person in the image?,no,COCO_val2014_000000307262,adversarial,yes
2412,Is there a knife in the image?,yes,COCO_val2014_000000573796,adversarial,yes
2413,Is there a cup in the image?,no,COCO_val2014_000000573796,adversarial,yes
2414,Is there an apple in the imange?,yes,COCO_val2014_000000573796,adversarial,yes
2415,Is there a person in the image?,no,COCO_val2014_000000573796,adversarial,no
2416,Is there a dining table in the image?,yes,COCO_val2014_000000573796,adversarial,yes
2417,Is there a chair in the image?,no,COCO_val2014_000000573796,adversarial,yes
2418,Is there a pizza in the image?,yes,COCO_val2014_000000154846,adversarial,yes
2419,Is there a cup in the image?,no,COCO_val2014_000000154846,adversarial,yes
2420,Is there a person in the image?,yes,COCO_val2014_000000154846,adversarial,yes
2421,Is there a car in the image?,no,COCO_val2014_000000154846,adversarial,no
2422,Is there a dining table in the image?,yes,COCO_val2014_000000154846,adversarial,yes
2423,Is there a chair in the image?,no,COCO_val2014_000000154846,adversarial,yes
2424,Is there a dog in the image?,yes,COCO_val2014_000000472375,adversarial,yes
2425,Is there a person in the image?,no,COCO_val2014_000000472375,adversarial,no
2426,Is there a motorcycle in the image?,yes,COCO_val2014_000000472375,adversarial,yes
2427,Is there a car in the image?,no,COCO_val2014_000000472375,adversarial,no
2428,Is there a cup in the image?,yes,COCO_val2014_000000472375,adversarial,no
2429,Is there a dining table in the image?,no,COCO_val2014_000000472375,adversarial,no
2430,Is there a person in the image?,yes,COCO_val2014_000000446651,adversarial,yes
2431,Is there a dining table in the image?,no,COCO_val2014_000000446651,adversarial,no
2432,Is there a motorcycle in the image?,yes,COCO_val2014_000000446651,adversarial,yes
2433,Is there a bicycle in the image?,no,COCO_val2014_000000446651,adversarial,no
2434,Is there a car in the image?,yes,COCO_val2014_000000446651,adversarial,yes
2435,Is there a truck in the image?,no,COCO_val2014_000000446651,adversarial,no
2436,Is there a backpack in the image?,yes,COCO_val2014_000000267684,adversarial,yes
2437,Is there a handbag in the image?,no,COCO_val2014_000000267684,adversarial,no
2438,Is there a person in the image?,yes,COCO_val2014_000000267684,adversarial,yes
2439,Is there a car in the image?,no,COCO_val2014_000000267684,adversarial,no
2440,Is there a skis in the image?,yes,COCO_val2014_000000267684,adversarial,yes
2441,Is there a snowboard in the image?,no,COCO_val2014_000000267684,adversarial,yes
2442,Is there a person in the image?,yes,COCO_val2014_000000238029,adversarial,no
2443,Is there a car in the image?,no,COCO_val2014_000000238029,adversarial,no
2444,Is there a wine glass in the image?,yes,COCO_val2014_000000238029,adversarial,yes
2445,Is there a cup in the image?,no,COCO_val2014_000000238029,adversarial,yes
2446,Is there a fork in the image?,yes,COCO_val2014_000000238029,adversarial,yes
2447,Is there a bottle in the image?,no,COCO_val2014_000000238029,adversarial,yes
2448,Is there a potted plant in the image?,yes,COCO_val2014_000000294475,adversarial,yes
2449,Is there a person in the image?,no,COCO_val2014_000000294475,adversarial,no
2450,Is there a bottle in the image?,yes,COCO_val2014_000000294475,adversarial,yes
2451,Is there a spoon in the image?,no,COCO_val2014_000000294475,adversarial,yes
2452,Is there a dining table in the image?,yes,COCO_val2014_000000294475,adversarial,yes
2453,Is there a laptop in the image?,no,COCO_val2014_000000294475,adversarial,no
2454,Is there a person in the image?,yes,COCO_val2014_000000149592,adversarial,yes
2455,Is there a car in the image?,no,COCO_val2014_000000149592,adversarial,no
2456,Is there a bench in the image?,yes,COCO_val2014_000000149592,adversarial,yes
2457,Is there a dining table in the image?,no,COCO_val2014_000000149592,adversarial,no
2458,Is there a boat in the image?,yes,COCO_val2014_000000149592,adversarial,no
2459,Is there a bird in the image?,no,COCO_val2014_000000149592,adversarial,no
2460,Is there a person in the image?,yes,COCO_val2014_000000447787,adversarial,yes
2461,Is there a car in the image?,no,COCO_val2014_000000447787,adversarial,no
2462,Is there a bowl in the image?,yes,COCO_val2014_000000447787,adversarial,yes
2463,Is there a cup in the image?,no,COCO_val2014_000000447787,adversarial,yes
2464,Is there a bottle in the image?,yes,COCO_val2014_000000447787,adversarial,yes
2465,Is there a dining table in the image?,no,COCO_val2014_000000447787,adversarial,no
2466,Is there a car in the image?,yes,COCO_val2014_000000458325,adversarial,yes
2467,Is there a truck in the image?,no,COCO_val2014_000000458325,adversarial,no
2468,Is there a traffic light in the image?,yes,COCO_val2014_000000458325,adversarial,yes
2469,Is there a bus in the image?,no,COCO_val2014_000000458325,adversarial,no
2470,Is there a person in the image?,yes,COCO_val2014_000000458325,adversarial,yes
2471,Is there a dining table in the image?,no,COCO_val2014_000000458325,adversarial,no
2472,Is there a chair in the image?,yes,COCO_val2014_000000388237,adversarial,no
2473,Is there a dining table in the image?,no,COCO_val2014_000000388237,adversarial,no
2474,Is there a person in the image?,yes,COCO_val2014_000000388237,adversarial,yes
2475,Is there a car in the image?,no,COCO_val2014_000000388237,adversarial,no
2476,Is there a skateboard in the image?,yes,COCO_val2014_000000388237,adversarial,yes
2477,Is there a bicycle in the image?,no,COCO_val2014_000000388237,adversarial,no
2478,Is there a chair in the image?,yes,COCO_val2014_000000038645,adversarial,yes
2479,Is there a person in the image?,no,COCO_val2014_000000038645,adversarial,no
2480,Is there a cup in the image?,yes,COCO_val2014_000000038645,adversarial,yes
2481,Is there a dining table in the image?,no,COCO_val2014_000000038645,adversarial,no
2482,Is there a potted plant in the image?,yes,COCO_val2014_000000038645,adversarial,yes
2483,Is there a vase in the image?,no,COCO_val2014_000000038645,adversarial,yes
2484,Is there a chair in the image?,yes,COCO_val2014_000000071738,adversarial,yes
2485,Is there a dining table in the image?,no,COCO_val2014_000000071738,adversarial,no
2486,Is there a person in the image?,yes,COCO_val2014_000000071738,adversarial,yes
2487,Is there a car in the image?,no,COCO_val2014_000000071738,adversarial,no
2488,Is there a motorcycle in the image?,yes,COCO_val2014_000000071738,adversarial,no
2489,Is there a bicycle in the image?,no,COCO_val2014_000000071738,adversarial,no
2490,Is there a person in the image?,yes,COCO_val2014_000000170077,adversarial,yes
2491,Is there a car in the image?,no,COCO_val2014_000000170077,adversarial,no
2492,Is there a wine glass in the image?,yes,COCO_val2014_000000170077,adversarial,yes
2493,Is there a cup in the image?,no,COCO_val2014_000000170077,adversarial,yes
2494,Is there a handbag in the image?,yes,COCO_val2014_000000170077,adversarial,yes
2495,Is there a backpack in the image?,no,COCO_val2014_000000170077,adversarial,no
2496,Is there a tv in the image?,yes,COCO_val2014_000000378751,adversarial,no
2497,Is there a person in the image?,no,COCO_val2014_000000378751,adversarial,no
2498,Is there a couch in the image?,yes,COCO_val2014_000000378751,adversarial,yes
2499,Is there a book in the image?,no,COCO_val2014_000000378751,adversarial,no
2500,Is there a remote in the image?,yes,COCO_val2014_000000378751,adversarial,yes
2501,Is there a dining table in the image?,no,COCO_val2014_000000378751,adversarial,no
2502,Is there a person in the image?,yes,COCO_val2014_000000073182,adversarial,yes
2503,Is there a dining table in the image?,no,COCO_val2014_000000073182,adversarial,no
2504,Is there a handbag in the image?,yes,COCO_val2014_000000073182,adversarial,no
2505,Is there a backpack in the image?,no,COCO_val2014_000000073182,adversarial,no
2506,Is there a bicycle in the image?,yes,COCO_val2014_000000073182,adversarial,no
2507,Is there a bus in the image?,no,COCO_val2014_000000073182,adversarial,no
2508,Is there a chair in the image?,yes,COCO_val2014_000000246928,adversarial,yes
2509,Is there a person in the image?,no,COCO_val2014_000000246928,adversarial,no
2510,Is there a car in the image?,yes,COCO_val2014_000000246928,adversarial,yes
2511,Is there a truck in the image?,no,COCO_val2014_000000246928,adversarial,yes
2512,Is there a bed in the image?,yes,COCO_val2014_000000246928,adversarial,yes
2513,Is there a book in the image?,no,COCO_val2014_000000246928,adversarial,no
2514,Is there a truck in the image?,yes,COCO_val2014_000000528136,adversarial,yes
2515,Is there a traffic light in the image?,no,COCO_val2014_000000528136,adversarial,yes
2516,Is there a person in the image?,yes,COCO_val2014_000000528136,adversarial,no
2517,Is there a dining table in the image?,no,COCO_val2014_000000528136,adversarial,no
2518,Is there a car in the image?,yes,COCO_val2014_000000528136,adversarial,no
2519,Is there a bicycle in the image?,no,COCO_val2014_000000528136,adversarial,yes
2520,Is there a person in the image?,yes,COCO_val2014_000000209290,adversarial,no
2521,Is there a car in the image?,no,COCO_val2014_000000209290,adversarial,no
2522,Is there a fork in the image?,yes,COCO_val2014_000000209290,adversarial,yes
2523,Is there a knife in the image?,no,COCO_val2014_000000209290,adversarial,no
2524,Is there a dining table in the image?,yes,COCO_val2014_000000209290,adversarial,yes
2525,Is there a bottle in the image?,no,COCO_val2014_000000209290,adversarial,no
2526,Is there a person in the image?,yes,COCO_val2014_000000564511,adversarial,yes
2527,Is there a car in the image?,no,COCO_val2014_000000564511,adversarial,no
2528,Is there a wine glass in the image?,yes,COCO_val2014_000000564511,adversarial,yes
2529,Is there a dining table in the image?,no,COCO_val2014_000000564511,adversarial,no
2530,Is there a bottle in the image?,yes,COCO_val2014_000000564511,adversarial,yes
2531,Is there a spoon in the image?,no,COCO_val2014_000000564511,adversarial,yes
2532,Is there a truck in the image?,yes,COCO_val2014_000000200739,adversarial,yes
2533,Is there a traffic light in the image?,no,COCO_val2014_000000200739,adversarial,yes
2534,Is there a person in the image?,yes,COCO_val2014_000000200739,adversarial,no
2535,Is there a dining table in the image?,no,COCO_val2014_000000200739,adversarial,no
2536,Is there a horse in the image?,yes,COCO_val2014_000000200739,adversarial,yes
2537,Is there a dog in the image?,no,COCO_val2014_000000200739,adversarial,no
2538,Is there a snowboard in the image?,yes,COCO_val2014_000000462805,adversarial,yes
2539,Is there a backpack in the image?,no,COCO_val2014_000000462805,adversarial,yes
2540,Is there a person in the image?,yes,COCO_val2014_000000462805,adversarial,yes
2541,Is there a car in the image?,no,COCO_val2014_000000462805,adversarial,no
2542,Is there a skis in the image?,yes,COCO_val2014_000000462805,adversarial,yes
2543,Is there a dog in the image?,no,COCO_val2014_000000462805,adversarial,no
2544,Is there a dog in the image?,yes,COCO_val2014_000000163575,adversarial,yes
2545,Is there a car in the image?,no,COCO_val2014_000000163575,adversarial,no
2546,Is there a person in the image?,yes,COCO_val2014_000000163575,adversarial,yes
2547,Is there a dining table in the image?,no,COCO_val2014_000000163575,adversarial,no
2548,Is there a bed in the image?,yes,COCO_val2014_000000163575,adversarial,yes
2549,Is there a book in the image?,no,COCO_val2014_000000163575,adversarial,no
2550,Is there an oven in the imange?,yes,COCO_val2014_000000059383,adversarial,yes
2551,Is there a person in the image?,no,COCO_val2014_000000059383,adversarial,no
2552,Is there a bottle in the image?,yes,COCO_val2014_000000059383,adversarial,no
2553,Is there a dining table in the image?,no,COCO_val2014_000000059383,adversarial,no
2554,Is there a sink in the image?,yes,COCO_val2014_000000059383,adversarial,yes
2555,Is there a toilet in the image?,no,COCO_val2014_000000059383,adversarial,yes
2556,Is there a traffic light in the image?,yes,COCO_val2014_000000478736,adversarial,yes
2557,Is there a person in the image?,no,COCO_val2014_000000478736,adversarial,no
2558,Is there a car in the image?,yes,COCO_val2014_000000478736,adversarial,yes
2559,Is there a truck in the image?,no,COCO_val2014_000000478736,adversarial,no
2560,Is there a stop sign in the image?,yes,COCO_val2014_000000478736,adversarial,yes
2561,Is there a fire hydrant in the image?,no,COCO_val2014_000000478736,adversarial,no
2562,Is there a person in the image?,yes,COCO_val2014_000000156282,adversarial,yes
2563,Is there a car in the image?,no,COCO_val2014_000000156282,adversarial,no
2564,Is there a kite in the image?,yes,COCO_val2014_000000156282,adversarial,yes
2565,Is there a surfboard in the image?,no,COCO_val2014_000000156282,adversarial,no
2566,Is there an umbrella in the imange?,yes,COCO_val2014_000000156282,adversarial,no
2567,Is there a handbag in the image?,no,COCO_val2014_000000156282,adversarial,no
2568,Is there a person in the image?,yes,COCO_val2014_000000052689,adversarial,no
2569,Is there a car in the image?,no,COCO_val2014_000000052689,adversarial,no
2570,Is there a bench in the image?,yes,COCO_val2014_000000052689,adversarial,no
2571,Is there a dining table in the image?,no,COCO_val2014_000000052689,adversarial,no
2572,Is there a skis in the image?,yes,COCO_val2014_000000052689,adversarial,yes
2573,Is there a snowboard in the image?,no,COCO_val2014_000000052689,adversarial,yes
2574,Is there a snowboard in the image?,yes,COCO_val2014_000000516601,adversarial,yes
2575,Is there a backpack in the image?,no,COCO_val2014_000000516601,adversarial,no
2576,Is there a person in the image?,yes,COCO_val2014_000000516601,adversarial,no
2577,Is there a car in the image?,no,COCO_val2014_000000516601,adversarial,no
2578,Is there a skis in the image?,yes,COCO_val2014_000000516601,adversarial,yes
2579,Is there a dog in the image?,no,COCO_val2014_000000516601,adversarial,no
2580,Is there a person in the image?,yes,COCO_val2014_000000562155,adversarial,yes
2581,Is there a dining table in the image?,no,COCO_val2014_000000562155,adversarial,no
2582,Is there a car in the image?,yes,COCO_val2014_000000562155,adversarial,yes
2583,Is there a truck in the image?,no,COCO_val2014_000000562155,adversarial,yes
2584,Is there a tie in the image?,yes,COCO_val2014_000000562155,adversarial,yes
2585,Is there a cup in the image?,no,COCO_val2014_000000562155,adversarial,yes
2586,Is there a person in the image?,yes,COCO_val2014_000000142056,adversarial,yes
2587,Is there a car in the image?,no,COCO_val2014_000000142056,adversarial,no
2588,Is there a sports ball in the image?,yes,COCO_val2014_000000142056,adversarial,yes
2589,Is there a baseball glove in the image?,no,COCO_val2014_000000142056,adversarial,no
2590,Is there a tennis racket in the image?,yes,COCO_val2014_000000142056,adversarial,yes
2591,Is there a chair in the image?,no,COCO_val2014_000000142056,adversarial,yes
2592,Is there a person in the image?,yes,COCO_val2014_000000299986,adversarial,yes
2593,Is there a car in the image?,no,COCO_val2014_000000299986,adversarial,no
2594,Is there a bench in the image?,yes,COCO_val2014_000000299986,adversarial,yes
2595,Is there a dining table in the image?,no,COCO_val2014_000000299986,adversarial,no
2596,Is there a cell phone in the image?,yes,COCO_val2014_000000299986,adversarial,yes
2597,Is there a chair in the image?,no,COCO_val2014_000000299986,adversarial,yes
2598,Is there a vase in the image?,yes,COCO_val2014_000000521643,adversarial,yes
2599,Is there a potted plant in the image?,no,COCO_val2014_000000521643,adversarial,yes
2600,Is there a bottle in the image?,yes,COCO_val2014_000000521643,adversarial,yes
2601,Is there a person in the image?,no,COCO_val2014_000000521643,adversarial,no
2602,Is there a dining table in the image?,yes,COCO_val2014_000000521643,adversarial,yes
2603,Is there a cup in the image?,no,COCO_val2014_000000521643,adversarial,yes
2604,Is there a person in the image?,yes,COCO_val2014_000000574454,adversarial,yes
2605,Is there a car in the image?,no,COCO_val2014_000000574454,adversarial,no
2606,Is there a surfboard in the image?,yes,COCO_val2014_000000574454,adversarial,no
2607,Is there an umbrella in the imange?,no,COCO_val2014_000000574454,adversarial,no
2608,Is there a kite in the image?,yes,COCO_val2014_000000574454,adversarial,yes
2609,Is there a bicycle in the image?,no,COCO_val2014_000000574454,adversarial,no
2610,Is there a backpack in the image?,yes,COCO_val2014_000000415727,adversarial,yes
2611,Is there a handbag in the image?,no,COCO_val2014_000000415727,adversarial,no
2612,Is there a person in the image?,yes,COCO_val2014_000000415727,adversarial,no
2613,Is there a car in the image?,no,COCO_val2014_000000415727,adversarial,no
2614,Is there a bench in the image?,yes,COCO_val2014_000000415727,adversarial,yes
2615,Is there a dining table in the image?,no,COCO_val2014_000000415727,adversarial,no
2616,Is there a person in the image?,yes,COCO_val2014_000000222118,adversarial,yes
2617,Is there a car in the image?,no,COCO_val2014_000000222118,adversarial,no
2618,Is there a suitcase in the image?,yes,COCO_val2014_000000222118,adversarial,yes
2619,Is there a backpack in the image?,no,COCO_val2014_000000222118,adversarial,yes
2620,Is there a handbag in the image?,yes,COCO_val2014_000000222118,adversarial,yes
2621,Is there a dining table in the image?,no,COCO_val2014_000000222118,adversarial,no
2622,Is there a book in the image?,yes,COCO_val2014_000000514292,adversarial,yes
2623,Is there a person in the image?,no,COCO_val2014_000000514292,adversarial,no
2624,Is there a teddy bear in the image?,yes,COCO_val2014_000000514292,adversarial,yes
2625,Is there a bed in the image?,no,COCO_val2014_000000514292,adversarial,no
2626,Is there a bear in the image?,yes,COCO_val2014_000000514292,adversarial,yes
2627,Is there a couch in the image?,no,COCO_val2014_000000514292,adversarial,yes
2628,Is there a dining table in the image?,yes,COCO_val2014_000000117527,adversarial,yes
2629,Is there a chair in the image?,no,COCO_val2014_000000117527,adversarial,yes
2630,Is there a person in the image?,yes,COCO_val2014_000000117527,adversarial,yes
2631,Is there a car in the image?,no,COCO_val2014_000000117527,adversarial,no
2632,Is there a bowl in the image?,yes,COCO_val2014_000000117527,adversarial,yes
2633,Is there a spoon in the image?,no,COCO_val2014_000000117527,adversarial,yes
2634,Is there a backpack in the image?,yes,COCO_val2014_000000016451,adversarial,yes
2635,Is there a skis in the image?,no,COCO_val2014_000000016451,adversarial,yes
2636,Is there a person in the image?,yes,COCO_val2014_000000016451,adversarial,no
2637,Is there a car in the image?,no,COCO_val2014_000000016451,adversarial,no
2638,Is there a handbag in the image?,yes,COCO_val2014_000000016451,adversarial,yes
2639,Is there a dining table in the image?,no,COCO_val2014_000000016451,adversarial,yes
2640,Is there a tv in the image?,yes,COCO_val2014_000000429706,adversarial,yes
2641,Is there a dining table in the image?,no,COCO_val2014_000000429706,adversarial,no
2642,Is there a backpack in the image?,yes,COCO_val2014_000000429706,adversarial,yes
2643,Is there a skis in the image?,no,COCO_val2014_000000429706,adversarial,yes
2644,Is there a person in the image?,yes,COCO_val2014_000000429706,adversarial,yes
2645,Is there a car in the image?,no,COCO_val2014_000000429706,adversarial,yes
2646,Is there a dog in the image?,yes,COCO_val2014_000000429580,adversarial,yes
2647,Is there a car in the image?,no,COCO_val2014_000000429580,adversarial,no
2648,Is there a person in the image?,yes,COCO_val2014_000000429580,adversarial,yes
2649,Is there a dining table in the image?,no,COCO_val2014_000000429580,adversarial,no
2650,Is there a frisbee in the image?,yes,COCO_val2014_000000429580,adversarial,yes
2651,Is there an orange in the imange?,no,COCO_val2014_000000429580,adversarial,yes
2652,Is there a bowl in the image?,yes,COCO_val2014_000000283168,adversarial,yes
2653,Is there a dining table in the image?,no,COCO_val2014_000000283168,adversarial,no
2654,Is there a sandwich in the image?,yes,COCO_val2014_000000283168,adversarial,yes
2655,Is there a knife in the image?,no,COCO_val2014_000000283168,adversarial,yes
2656,Is there a fork in the image?,yes,COCO_val2014_000000283168,adversarial,yes
2657,Is there a person in the image?,no,COCO_val2014_000000283168,adversarial,no
2658,Is there a truck in the image?,yes,COCO_val2014_000000405205,adversarial,yes
2659,Is there a car in the image?,no,COCO_val2014_000000405205,adversarial,no
2660,Is there a person in the image?,yes,COCO_val2014_000000405205,adversarial,no
2661,Is there a dining table in the image?,no,COCO_val2014_000000405205,adversarial,yes
2662,Is there a bus in the image?,yes,COCO_val2014_000000405205,adversarial,yes
2663,Is there a traffic light in the image?,no,COCO_val2014_000000405205,adversarial,yes
2664,Is there a person in the image?,yes,COCO_val2014_000000123570,adversarial,yes
2665,Is there a dining table in the image?,no,COCO_val2014_000000123570,adversarial,no
2666,Is there a car in the image?,yes,COCO_val2014_000000123570,adversarial,no
2667,Is there a truck in the image?,no,COCO_val2014_000000123570,adversarial,no
2668,Is there an umbrella in the imange?,yes,COCO_val2014_000000123570,adversarial,yes
2669,Is there a handbag in the image?,no,COCO_val2014_000000123570,adversarial,yes
2670,Is there a person in the image?,yes,COCO_val2014_000000365317,adversarial,yes
2671,Is there a car in the image?,no,COCO_val2014_000000365317,adversarial,no
2672,Is there a sports ball in the image?,yes,COCO_val2014_000000365317,adversarial,no
2673,Is there a baseball glove in the image?,no,COCO_val2014_000000365317,adversarial,no
2674,Is there a tennis racket in the image?,yes,COCO_val2014_000000365317,adversarial,yes
2675,Is there a chair in the image?,no,COCO_val2014_000000365317,adversarial,no
2676,Is there a person in the image?,yes,COCO_val2014_000000224155,adversarial,yes
2677,Is there a car in the image?,no,COCO_val2014_000000224155,adversarial,no
2678,Is there a toilet in the image?,yes,COCO_val2014_000000224155,adversarial,yes
2679,Is there a sink in the image?,no,COCO_val2014_000000224155,adversarial,yes
2680,Is there a cell phone in the image?,yes,COCO_val2014_000000224155,adversarial,yes
2681,Is there a dining table in the image?,no,COCO_val2014_000000224155,adversarial,yes
2682,Is there a keyboard in the image?,yes,COCO_val2014_000000191964,adversarial,yes
2683,Is there a dining table in the image?,no,COCO_val2014_000000191964,adversarial,no
2684,Is there an orange in the imange?,yes,COCO_val2014_000000191964,adversarial,yes
2685,Is there a person in the image?,no,COCO_val2014_000000191964,adversarial,no
2686,Is there a cat in the image?,yes,COCO_val2014_000000191964,adversarial,yes
2687,Is there a couch in the image?,no,COCO_val2014_000000191964,adversarial,yes
2688,Is there a banana in the image?,yes,COCO_val2014_000000265472,adversarial,yes
2689,Is there a dining table in the image?,no,COCO_val2014_000000265472,adversarial,yes
2690,Is there a bowl in the image?,yes,COCO_val2014_000000265472,adversarial,no
2691,Is there a cup in the image?,no,COCO_val2014_000000265472,adversarial,no
2692,Is there an orange in the imange?,yes,COCO_val2014_000000265472,adversarial,yes
2693,Is there a person in the image?,no,COCO_val2014_000000265472,adversarial,no
2694,Is there a snowboard in the image?,yes,COCO_val2014_000000550514,adversarial,yes
2695,Is there a surfboard in the image?,no,COCO_val2014_000000550514,adversarial,no
2696,Is there a backpack in the image?,yes,COCO_val2014_000000550514,adversarial,no
2697,Is there a handbag in the image?,no,COCO_val2014_000000550514,adversarial,no
2698,Is there a person in the image?,yes,COCO_val2014_000000550514,adversarial,yes
2699,Is there a car in the image?,no,COCO_val2014_000000550514,adversarial,no
2700,Is there a person in the image?,yes,COCO_val2014_000000163814,adversarial,yes
2701,Is there a car in the image?,no,COCO_val2014_000000163814,adversarial,no
2702,Is there a motorcycle in the image?,yes,COCO_val2014_000000163814,adversarial,no
2703,Is there a bicycle in the image?,no,COCO_val2014_000000163814,adversarial,yes
2704,Is there a skateboard in the image?,yes,COCO_val2014_000000163814,adversarial,yes
2705,Is there a bench in the image?,no,COCO_val2014_000000163814,adversarial,yes
2706,Is there a truck in the image?,yes,COCO_val2014_000000505933,adversarial,no
2707,Is there a person in the image?,no,COCO_val2014_000000505933,adversarial,no
2708,Is there a train in the image?,yes,COCO_val2014_000000505933,adversarial,yes
2709,Is there a traffic light in the image?,no,COCO_val2014_000000505933,adversarial,yes
2710,Is there a car in the image?,yes,COCO_val2014_000000505933,adversarial,no
2711,Is there a bus in the image?,no,COCO_val2014_000000505933,adversarial,no
2712,Is there a traffic light in the image?,yes,COCO_val2014_000000318550,adversarial,no
2713,Is there a person in the image?,no,COCO_val2014_000000318550,adversarial,no
2714,Is there a truck in the image?,yes,COCO_val2014_000000318550,adversarial,yes
2715,Is there a motorcycle in the image?,no,COCO_val2014_000000318550,adversarial,yes
2716,Is there a train in the image?,yes,COCO_val2014_000000318550,adversarial,yes
2717,Is there a bus in the image?,no,COCO_val2014_000000318550,adversarial,no
2718,Is there a bowl in the image?,yes,COCO_val2014_000000367528,adversarial,yes
2719,Is there a spoon in the image?,no,COCO_val2014_000000367528,adversarial,yes
2720,Is there a person in the image?,yes,COCO_val2014_000000367528,adversarial,no
2721,Is there a car in the image?,no,COCO_val2014_000000367528,adversarial,no
2722,Is there a remote in the image?,yes,COCO_val2014_000000367528,adversarial,yes
2723,Is there a couch in the image?,no,COCO_val2014_000000367528,adversarial,yes
2724,Is there a person in the image?,yes,COCO_val2014_000000252911,adversarial,yes
2725,Is there a dining table in the image?,no,COCO_val2014_000000252911,adversarial,no
2726,Is there a car in the image?,yes,COCO_val2014_000000252911,adversarial,yes
2727,Is there a truck in the image?,no,COCO_val2014_000000252911,adversarial,yes
2728,Is there a boat in the image?,yes,COCO_val2014_000000252911,adversarial,no
2729,Is there a bird in the image?,no,COCO_val2014_000000252911,adversarial,yes
2730,Is there a tv in the image?,yes,COCO_val2014_000000214421,adversarial,yes
2731,Is there a chair in the image?,no,COCO_val2014_000000214421,adversarial,no
2732,Is there a person in the image?,yes,COCO_val2014_000000214421,adversarial,no
2733,Is there a car in the image?,no,COCO_val2014_000000214421,adversarial,no
2734,Is there a potted plant in the image?,yes,COCO_val2014_000000214421,adversarial,no
2735,Is there a vase in the image?,no,COCO_val2014_000000214421,adversarial,no
2736,Is there a baseball glove in the image?,yes,COCO_val2014_000000050627,adversarial,no
2737,Is there a dog in the image?,no,COCO_val2014_000000050627,adversarial,no
