id,question,answer,image_source,category,response
1041,Is there a dining table in the image?,no,COCO_val2014_000000249720,adversarial,no
1042,Is there a traffic light in the image?,yes,COCO_val2014_000000249720,adversarial,yes
1043,Is there a bus in the image?,no,COCO_val2014_000000249720,adversarial,no
1044,Is there a traffic light in the image?,yes,COCO_val2014_000000205206,adversarial,yes
1045,Is there a person in the image?,no,COCO_val2014_000000205206,adversarial,no
1046,Is there a train in the image?,yes,COCO_val2014_000000205206,adversarial,yes
1047,Is there a truck in the image?,no,COCO_val2014_000000205206,adversarial,no
1048,Is there a car in the image?,yes,COCO_val2014_000000205206,adversarial,no
1049,Is there a bicycle in the image?,no,COCO_val2014_000000205206,adversarial,no
1050,Is there a backpack in the image?,yes,COCO_val2014_000000018150,adversarial,yes
1051,Is there a handbag in the image?,no,COCO_val2014_000000018150,adversarial,yes
1052,Is there a person in the image?,yes,COCO_val2014_000000018150,adversarial,yes
1053,Is there a car in the image?,no,COCO_val2014_000000018150,adversarial,no
1054,Is there a couch in the image?,yes,COCO_val2014_000000018150,adversarial,yes
1055,Is there a chair in the image?,no,COCO_val2014_000000018150,adversarial,yes
1056,Is there a tv in the image?,yes,COCO_val2014_000000303534,adversarial,yes
1057,Is there a person in the image?,no,COCO_val2014_000000303534,adversarial,no
1058,Is there a backpack in the image?,yes,COCO_val2014_000000303534,adversarial,yes
1059,Is there a handbag in the image?,no,COCO_val2014_000000303534,adversarial,yes
1060,Is there a chair in the image?,yes,COCO_val2014_000000303534,adversarial,yes
1061,Is there a dining table in the image?,no,COCO_val2014_000000303534,adversarial,no
1062,Is there a person in the image?,yes,COCO_val2014_000000278771,adversarial,yes
1063,Is there a car in the image?,no,COCO_val2014_000000278771,adversarial,no
1064,Is there a sports ball in the image?,yes,COCO_val2014_000000278771,adversarial,yes
1065,Is there a tennis racket in the image?,no,COCO_val2014_000000278771,adversarial,yes
1066,Is there a bottle in the image?,yes,COCO_val2014_000000278771,adversarial,yes
1067,Is there a dining table in the image?,no,COCO_val2014_000000278771,adversarial,yes
1068,Is there a spoon in the image?,yes,COCO_val2014_000000134075,adversarial,yes
1069,Is there a bowl in the image?,no,COCO_val2014_000000134075,adversarial,yes
1070,Is there a person in the image?,yes,COCO_val2014_000000134075,adversarial,no
1071,Is there a car in the image?,no,COCO_val2014_000000134075,adversarial,no
1072,Is there a bottle in the image?,yes,COCO_val2014_000000134075,adversarial,yes
1073,Is there a chair in the image?,no,COCO_val2014_000000134075,adversarial,no
1074,Is there a banana in the image?,yes,COCO_val2014_000000227204,adversarial,yes
1075,Is there an orange in the imange?,no,COCO_val2014_000000227204,adversarial,yes
1076,Is there a person in the image?,yes,COCO_val2014_000000227204,adversarial,yes
1077,Is there a car in the image?,no,COCO_val2014_000000227204,adversarial,no
1078,Is there a spoon in the image?,yes,COCO_val2014_000000227204,adversarial,yes
1079,Is there an oven in the imange?,no,COCO_val2014_000000227204,adversarial,yes
1080,Is there a person in the image?,yes,COCO_val2014_000000124629,adversarial,yes
1081,Is there a car in the image?,no,COCO_val2014_000000124629,adversarial,no
1082,Is there a sports ball in the image?,yes,COCO_val2014_000000124629,adversarial,no
1083,Is there a baseball glove in the image?,no,COCO_val2014_000000124629,adversarial,no
1084,Is there a tennis racket in the image?,yes,COCO_val2014_000000124629,adversarial,yes
1085,Is there a chair in the image?,no,COCO_val2014_000000124629,adversarial,no
1086,Is there a person in the image?,yes,COCO_val2014_000000142774,adversarial,yes
1087,Is there a car in the image?,no,COCO_val2014_000000142774,adversarial,no
1088,Is there a motorcycle in the image?,yes,COCO_val2014_000000142774,adversarial,yes
1089,Is there a bicycle in the image?,no,COCO_val2014_000000142774,adversarial,yes
1090,Is there a bus in the image?,yes,COCO_val2014_000000142774,adversarial,yes
1091,Is there a traffic light in the image?,no,COCO_val2014_000000142774,adversarial,no
1092,Is there a backpack in the image?,yes,COCO_val2014_000000199959,adversarial,no
1093,Is there a skis in the image?,no,COCO_val2014_000000199959,adversarial,no
1094,Is there a person in the image?,yes,COCO_val2014_000000199959,adversarial,no
1095,Is there a car in the image?,no,COCO_val2014_000000199959,adversarial,yes
1096,Is there a train in the image?,yes,COCO_val2014_000000199959,adversarial,yes
1097,Is there a truck in the image?,no,COCO_val2014_000000199959,adversarial,no
1098,Is there a bowl in the image?,yes,COCO_val2014_000000316700,adversarial,yes
1099,Is there a person in the image?,no,COCO_val2014_000000316700,adversarial,no
1100,Is there a broccoli in the image?,yes,COCO_val2014_000000316700,adversarial,yes
1101,Is there a carrot in the image?,no,COCO_val2014_000000316700,adversarial,yes
1102,Is there a dining table in the image?,yes,COCO_val2014_000000316700,adversarial,yes
1103,Is there a chair in the image?,no,COCO_val2014_000000316700,adversarial,yes
1104,Is there a person in the image?,yes,COCO_val2014_000000040361,adversarial,no
1105,Is there a car in the image?,no,COCO_val2014_000000040361,adversarial,no
1106,Is there a sports ball in the image?,yes,COCO_val2014_000000040361,adversarial,no
1107,Is there a tennis racket in the image?,no,COCO_val2014_000000040361,adversarial,no
1108,Is there a baseball bat in the image?,yes,COCO_val2014_000000040361,adversarial,yes
1109,Is there a baseball glove in the image?,no,COCO_val2014_000000040361,adversarial,no
1110,Is there a truck in the image?,yes,COCO_val2014_000000378873,adversarial,yes
1111,Is there a car in the image?,no,COCO_val2014_000000378873,adversarial,no
1112,Is there a bowl in the image?,yes,COCO_val2014_000000378873,adversarial,no
1113,Is there a cup in the image?,no,COCO_val2014_000000378873,adversarial,no
1114,Is there a person in the image?,yes,COCO_val2014_000000378873,adversarial,no
1115,Is there a chair in the image?,no,COCO_val2014_000000378873,adversarial,no
1116,Is there a traffic light in the image?,yes,COCO_val2014_000000574790,adversarial,yes
1117,Is there a person in the image?,no,COCO_val2014_000000574790,adversarial,no
1118,Is there a truck in the image?,yes,COCO_val2014_000000574790,adversarial,no
1119,Is there a motorcycle in the image?,no,COCO_val2014_000000574790,adversarial,no
1120,Is there a car in the image?,yes,COCO_val2014_000000574790,adversarial,yes
1121,Is there a bus in the image?,no,COCO_val2014_000000574790,adversarial,no
1122,Is there a bowl in the image?,yes,COCO_val2014_000000011241,adversarial,yes
1123,Is there a dining table in the image?,no,COCO_val2014_000000011241,adversarial,yes
1124,Is there a spoon in the image?,yes,COCO_val2014_000000011241,adversarial,yes
1125,Is there a person in the image?,no,COCO_val2014_000000011241,adversarial,no
1126,Is there a sandwich in the image?,yes,COCO_val2014_000000011241,adversarial,yes
1127,Is there a fork in the image?,no,COCO_val2014_000000011241,adversarial,yes
1128,Is there a person in the image?,yes,COCO_val2014_000000525667,adversarial,yes
1129,Is there a car in the image?,no,COCO_val2014_000000525667,adversarial,no
1130,Is there a bicycle in the image?,yes,COCO_val2014_000000525667,adversarial,yes
1131,Is there a motorcycle in the image?,no,COCO_val2014_000000525667,adversarial,no
1132,Is there a dining table in the image?,yes,COCO_val2014_000000525667,adversarial,yes
1133,Is there a chair in the image?,no,COCO_val2014_000000525667,adversarial,yes
1134,Is there a chair in the image?,yes,COCO_val2014_000000246145,adversarial,yes
1135,Is there a person in the image?,no,COCO_val2014_000000246145,adversarial,no
1136,Is there a clock in the image?,yes,COCO_val2014_000000246145,adversarial,yes
1137,Is there a car in the image?,no,COCO_val2014_000000246145,adversarial,no
1138,Is there a dining table in the image?,yes,COCO_val2014_000000246145,adversarial,yes
1139,Is there a cup in the image?,no,COCO_val2014_000000246145,adversarial,no
1140,Is there a pizza in the image?,yes,COCO_val2014_000000313162,adversarial,yes
1141,Is there a person in the image?,no,COCO_val2014_000000313162,adversarial,no
1142,Is there a cup in the image?,yes,COCO_val2014_000000313162,adversarial,no
1143,Is there a bottle in the image?,no,COCO_val2014_000000313162,adversarial,yes
1144,Is there a dining table in the image?,yes,COCO_val2014_000000313162,adversarial,yes
1145,Is there a chair in the image?,no,COCO_val2014_000000313162,adversarial,yes
1146,Is there a person in the image?,yes,COCO_val2014_000000529668,adversarial,yes
1147,Is there a car in the image?,no,COCO_val2014_000000529668,adversarial,yes
1148,Is there a handbag in the image?,yes,COCO_val2014_000000529668,adversarial,yes
1149,Is there a backpack in the image?,no,COCO_val2014_000000529668,adversarial,no
1150,Is there a cell phone in the image?,yes,COCO_val2014_000000529668,adversarial,yes
1151,Is there a dining table in the image?,no,COCO_val2014_000000529668,adversarial,no
1152,Is there a chair in the image?,yes,COCO_val2014_000000376959,adversarial,yes
1153,Is there a couch in the image?,no,COCO_val2014_000000376959,adversarial,no
1154,Is there a person in the image?,yes,COCO_val2014_000000376959,adversarial,no
1155,Is there a car in the image?,no,COCO_val2014_000000376959,adversarial,no
1156,Is there a cell phone in the image?,yes,COCO_val2014_000000376959,adversarial,yes
1157,Is there a handbag in the image?,no,COCO_val2014_000000376959,adversarial,yes
1158,Is there a chair in the image?,yes,COCO_val2014_000000275863,adversarial,yes
1159,Is there a dining table in the image?,no,COCO_val2014_000000275863,adversarial,yes
1160,Is there a person in the image?,yes,COCO_val2014_000000275863,adversarial,yes
1161,Is there a car in the image?,no,COCO_val2014_000000275863,adversarial,no
1162,Is there a bench in the image?,yes,COCO_val2014_000000275863,adversarial,yes
1163,Is there a backpack in the image?,no,COCO_val2014_000000275863,adversarial,yes
1164,Is there a person in the image?,yes,COCO_val2014_000000327038,adversarial,yes
1165,Is there a car in the image?,no,COCO_val2014_000000327038,adversarial,no
1166,Is there a spoon in the image?,yes,COCO_val2014_000000327038,adversarial,yes
1167,Is there a cup in the image?,no,COCO_val2014_000000327038,adversarial,yes
1168,Is there a bowl in the image?,yes,COCO_val2014_000000327038,adversarial,yes
1169,Is there a dining table in the image?,no,COCO_val2014_000000327038,adversarial,no
1170,Is there a pizza in the image?,yes,COCO_val2014_000000513136,adversarial,yes
1171,Is there a person in the image?,no,COCO_val2014_000000513136,adversarial,no
1172,Is there a cup in the image?,yes,COCO_val2014_000000513136,adversarial,yes
1173,Is there a bottle in the image?,no,COCO_val2014_000000513136,adversarial,yes
1174,Is there a dining table in the image?,yes,COCO_val2014_000000513136,adversarial,yes
1175,Is there a chair in the image?,no,COCO_val2014_000000513136,adversarial,yes
1176,Is there a truck in the image?,yes,COCO_val2014_000000184338,adversarial,yes
1177,Is there a car in the image?,no,COCO_val2014_000000184338,adversarial,yes
1178,Is there a bed in the image?,yes,COCO_val2014_000000184338,adversarial,yes
1179,Is there a book in the image?,no,COCO_val2014_000000184338,adversarial,no
1180,Is there a person in the image?,yes,COCO_val2014_000000184338,adversarial,no
1181,Is there a dining table in the image?,no,COCO_val2014_000000184338,adversarial,yes
1182,Is there a person in the image?,yes,COCO_val2014_000000175437,adversarial,yes
1183,Is there a car in the image?,no,COCO_val2014_000000175437,adversarial,no
1184,Is there a dining table in the image?,yes,COCO_val2014_000000175437,adversarial,yes
1185,Is there a cup in the image?,no,COCO_val2014_000000175437,adversarial,yes
1186,Is there a donut in the image?,yes,COCO_val2014_000000175437,adversarial,yes
1187,Is there a spoon in the image?,no,COCO_val2014_000000175437,adversarial,yes
1188,Is there a vase in the image?,yes,COCO_val2014_000000498100,adversarial,yes
1189,Is there a potted plant in the image?,no,COCO_val2014_000000498100,adversarial,yes
1190,Is there a person in the image?,yes,COCO_val2014_000000498100,adversarial,no
1191,Is there a car in the image?,no,COCO_val2014_000000498100,adversarial,no
1192,Is there a dining table in the image?,yes,COCO_val2014_000000498100,adversarial,yes
1193,Is there a cup in the image?,no,COCO_val2014_000000498100,adversarial,yes
1194,Is there a refrigerator in the image?,yes,COCO_val2014_000000375909,adversarial,no
1195,Is there a bottle in the image?,no,COCO_val2014_000000375909,adversarial,no
1196,Is there a couch in the image?,yes,COCO_val2014_000000375909,adversarial,yes
1197,Is there a person in the image?,no,COCO_val2014_000000375909,adversarial,no
1198,Is there a bed in the image?,yes,COCO_val2014_000000375909,adversarial,yes
1199,Is there a book in the image?,no,COCO_val2014_000000375909,adversarial,no
1200,Is there a backpack in the image?,yes,COCO_val2014_000000396338,adversarial,no
1201,Is there a skis in the image?,no,COCO_val2014_000000396338,adversarial,no
1202,Is there a truck in the image?,yes,COCO_val2014_000000396338,adversarial,yes
1203,Is there a traffic light in the image?,no,COCO_val2014_000000396338,adversarial,no
1204,Is there a person in the image?,yes,COCO_val2014_000000396338,adversarial,yes
1205,Is there a dining table in the image?,no,COCO_val2014_000000396338,adversarial,no
1206,Is there a person in the image?,yes,COCO_val2014_000000124930,adversarial,no
1207,Is there a car in the image?,no,COCO_val2014_000000124930,adversarial,no
1208,Is there a bowl in the image?,yes,COCO_val2014_000000124930,adversarial,yes
1209,Is there a dining table in the image?,no,COCO_val2014_000000124930,adversarial,yes
1210,Is there a spoon in the image?,yes,COCO_val2014_000000124930,adversarial,no
1211,Is there a bottle in the image?,no,COCO_val2014_000000124930,adversarial,yes
1212,Is there a person in the image?,yes,COCO_val2014_000000112664,adversarial,yes
1213,Is there a car in the image?,no,COCO_val2014_000000112664,adversarial,yes
1214,Is there a handbag in the image?,yes,COCO_val2014_000000112664,adversarial,yes
1215,Is there a backpack in the image?,no,COCO_val2014_000000112664,adversarial,yes
1216,Is there a suitcase in the image?,yes,COCO_val2014_000000112664,adversarial,yes
1217,Is there a bottle in the image?,no,COCO_val2014_000000112664,adversarial,yes
1218,Is there a truck in the image?,yes,COCO_val2014_000000377879,adversarial,yes
1219,Is there a person in the image?,no,COCO_val2014_000000377879,adversarial,no
1220,Is there a train in the image?,yes,COCO_val2014_000000377879,adversarial,yes
1221,Is there a car in the image?,no,COCO_val2014_000000377879,adversarial,no
1222,Is there a bed in the image?,yes,COCO_val2014_000000377879,adversarial,no
1223,Is there a book in the image?,no,COCO_val2014_000000377879,adversarial,no
1224,Is there a truck in the image?,yes,COCO_val2014_000000377401,adversarial,no
1225,Is there a person in the image?,no,COCO_val2014_000000377401,adversarial,no
1226,Is there a clock in the image?,yes,COCO_val2014_000000377401,adversarial,yes
1227,Is there a chair in the image?,no,COCO_val2014_000000377401,adversarial,yes
1228,Is there a car in the image?,yes,COCO_val2014_000000377401,adversarial,no
1229,Is there a bus in the image?,no,COCO_val2014_000000377401,adversarial,no
1230,Is there a vase in the image?,yes,COCO_val2014_000000049473,adversarial,yes
1231,Is there a potted plant in the image?,no,COCO_val2014_000000049473,adversarial,yes
1232,Is there a book in the image?,yes,COCO_val2014_000000049473,adversarial,yes
1233,Is there a person in the image?,no,COCO_val2014_000000049473,adversarial,no
1234,Is there a dining table in the image?,yes,COCO_val2014_000000049473,adversarial,yes
1235,Is there a cup in the image?,no,COCO_val2014_000000049473,adversarial,yes
1236,Is there a person in the image?,yes,COCO_val2014_000000153865,adversarial,no
1237,Is there a dining table in the image?,no,COCO_val2014_000000153865,adversarial,no
1238,Is there a car in the image?,yes,COCO_val2014_000000153865,adversarial,no
1239,Is there a truck in the image?,no,COCO_val2014_000000153865,adversarial,no
1240,Is there a kite in the image?,yes,COCO_val2014_000000153865,adversarial,yes
1241,Is there an umbrella in the imange?,no,COCO_val2014_000000153865,adversarial,no
1242,Is there a banana in the image?,yes,COCO_val2014_000000383185,adversarial,yes
1243,Is there a dining table in the image?,no,COCO_val2014_000000383185,adversarial,yes
1244,Is there a spoon in the image?,yes,COCO_val2014_000000383185,adversarial,yes
1245,Is there a person in the image?,no,COCO_val2014_000000383185,adversarial,no
1246,Is there a bowl in the image?,yes,COCO_val2014_000000383185,adversarial,yes
1247,Is there a knife in the image?,no,COCO_val2014_000000383185,adversarial,yes
1248,Is there a person in the image?,yes,COCO_val2014_000000388983,adversarial,no
1249,Is there a car in the image?,no,COCO_val2014_000000388983,adversarial,yes
1250,Is there a bowl in the image?,yes,COCO_val2014_000000388983,adversarial,yes
1251,Is there a spoon in the image?,no,COCO_val2014_000000388983,adversarial,yes
1252,Is there a sandwich in the image?,yes,COCO_val2014_000000388983,adversarial,yes
1253,Is there a fork in the image?,no,COCO_val2014_000000388983,adversarial,no
1254,Is there a backpack in the image?,yes,COCO_val2014_000000295377,adversarial,no
1255,Is there a handbag in the image?,no,COCO_val2014_000000295377,adversarial,no
1256,Is there a person in the image?,yes,COCO_val2014_000000295377,adversarial,yes
1257,Is there a car in the image?,no,COCO_val2014_000000295377,adversarial,no
1258,Is there a skis in the image?,yes,COCO_val2014_000000295377,adversarial,yes
1259,Is there a snowboard in the image?,no,COCO_val2014_000000295377,adversarial,yes
1260,Is there a chair in the image?,yes,COCO_val2014_000000034773,adversarial,yes
1261,Is there a person in the image?,no,COCO_val2014_000000034773,adversarial,no
1262,Is there a dog in the image?,yes,COCO_val2014_000000034773,adversarial,yes
1263,Is there a car in the image?,no,COCO_val2014_000000034773,adversarial,no
1264,Is there a couch in the image?,yes,COCO_val2014_000000034773,adversarial,yes
1265,Is there a tv in the image?,no,COCO_val2014_000000034773,adversarial,no
1266,Is there a truck in the image?,yes,COCO_val2014_000000244455,adversarial,no
1267,Is there a traffic light in the image?,no,COCO_val2014_000000244455,adversarial,no
1268,Is there a person in the image?,yes,COCO_val2014_000000244455,adversarial,no
1269,Is there a dining table in the image?,no,COCO_val2014_000000244455,adversarial,no
1270,Is there a bicycle in the image?,yes,COCO_val2014_000000244455,adversarial,no
1271,Is there a bus in the image?,no,COCO_val2014_000000244455,adversarial,no
1272,Is there a spoon in the image?,yes,COCO_val2014_000000303652,adversarial,yes
1273,Is there a bowl in the image?,no,COCO_val2014_000000303652,adversarial,yes
1274,Is there a dining table in the image?,yes,COCO_val2014_000000303652,adversarial,yes
1275,Is there a person in the image?,no,COCO_val2014_000000303652,adversarial,no
1276,Is there a knife in the image?,yes,COCO_val2014_000000303652,adversarial,no
1277,Is there a bottle in the image?,no,COCO_val2014_000000303652,adversarial,yes
1278,Is there a truck in the image?,yes,COCO_val2014_000000098493,adversarial,yes
1279,Is there a traffic light in the image?,no,COCO_val2014_000000098493,adversarial,yes
1280,Is there a clock in the image?,yes,COCO_val2014_000000098493,adversarial,yes
1281,Is there a dining table in the image?,no,COCO_val2014_000000098493,adversarial,no
1282,Is there a person in the image?,yes,COCO_val2014_000000098493,adversarial,no
1283,Is there a handbag in the image?,no,COCO_val2014_000000098493,adversarial,no
1284,Is there a traffic light in the image?,yes,COCO_val2014_000000201148,adversarial,yes
1285,Is there a car in the image?,no,COCO_val2014_000000201148,adversarial,no
1286,Is there a person in the image?,yes,COCO_val2014_000000201148,adversarial,no
1287,Is there a dining table in the image?,no,COCO_val2014_000000201148,adversarial,no
1288,Is there a train in the image?,yes,COCO_val2014_000000201148,adversarial,yes
1289,Is there a truck in the image?,no,COCO_val2014_000000201148,adversarial,no
1290,Is there a pizza in the image?,yes,COCO_val2014_000000307166,adversarial,yes
1291,Is there a person in the image?,no,COCO_val2014_000000307166,adversarial,yes
1292,Is there a bottle in the image?,yes,COCO_val2014_000000307166,adversarial,yes
1293,Is there a cup in the image?,no,COCO_val2014_000000307166,adversarial,yes
1294,Is there an oven in the imange?,yes,COCO_val2014_000000307166,adversarial,yes
1295,Is there a spoon in the image?,no,COCO_val2014_000000307166,adversarial,yes
1296,Is there a clock in the image?,yes,COCO_val2014_000000313034,adversarial,yes
1297,Is there a chair in the image?,no,COCO_val2014_000000313034,adversarial,yes
1298,Is there a person in the image?,yes,COCO_val2014_000000313034,adversarial,yes
1299,Is there a car in the image?,no,COCO_val2014_000000313034,adversarial,no
1300,Is there a bottle in the image?,yes,COCO_val2014_000000313034,adversarial,yes
1301,Is there a dining table in the image?,no,COCO_val2014_000000313034,adversarial,yes
1302,Is there a person in the image?,yes,COCO_val2014_000000355342,adversarial,no
1303,Is there a car in the image?,no,COCO_val2014_000000355342,adversarial,no
1304,Is there an orange in the imange?,yes,COCO_val2014_000000355342,adversarial,yes
1305,Is there a dining table in the image?,no,COCO_val2014_000000355342,adversarial,no
1306,Is there an umbrella in the imange?,yes,COCO_val2014_000000355342,adversarial,yes
1307,Is there a handbag in the image?,no,COCO_val2014_000000355342,adversarial,no
1308,Is there a chair in the image?,yes,COCO_val2014_000000333237,adversarial,yes
1309,Is there a person in the image?,no,COCO_val2014_000000333237,adversarial,no
1310,Is there a bed in the image?,yes,COCO_val2014_000000333237,adversarial,yes
1311,Is there a book in the image?,no,COCO_val2014_000000333237,adversarial,no
1312,Is there a dining table in the image?,yes,COCO_val2014_000000333237,adversarial,yes
1313,Is there a cup in the image?,no,COCO_val2014_000000333237,adversarial,yes
1314,Is there a laptop in the image?,yes,COCO_val2014_000000526368,adversarial,yes
1315,Is there a tv in the image?,no,COCO_val2014_000000526368,adversarial,no
1316,Is there a dining table in the image?,yes,COCO_val2014_000000526368,adversarial,yes
1317,Is there a person in the image?,no,COCO_val2014_000000526368,adversarial,no
1318,Is there a chair in the image?,yes,COCO_val2014_000000526368,adversarial,no
1319,Is there a couch in the image?,no,COCO_val2014_000000526368,adversarial,no
1320,Is there a chair in the image?,yes,COCO_val2014_000000429033,adversarial,yes
1321,Is there a dining table in the image?,no,COCO_val2014_000000429033,adversarial,no
1322,Is there a person in the image?,yes,COCO_val2014_000000429033,adversarial,yes
1323,Is there a car in the image?,no,COCO_val2014_000000429033,adversarial,no
1324,Is there a laptop in the image?,yes,COCO_val2014_000000429033,adversarial,yes
1325,Is there a tv in the image?,no,COCO_val2014_000000429033,adversarial,no
1326,Is there a tv in the image?,yes,COCO_val2014_000000287035,adversarial,yes
1327,Is there a person in the image?,no,COCO_val2014_000000287035,adversarial,no
1328,Is there a mouse in the image?,yes,COCO_val2014_000000287035,adversarial,yes
1329,Is there a book in the image?,no,COCO_val2014_000000287035,adversarial,yes
1330,Is there a laptop in the image?,yes,COCO_val2014_000000287035,adversarial,yes
1331,Is there a bottle in the image?,no,COCO_val2014_000000287035,adversarial,yes
1332,Is there a person in the image?,yes,COCO_val2014_000000299074,adversarial,no
1333,Is there a car in the image?,no,COCO_val2014_000000299074,adversarial,no
1334,Is there a cell phone in the image?,yes,COCO_val2014_000000299074,adversarial,no
1335,Is there a dining table in the image?,no,COCO_val2014_000000299074,adversarial,no
1336,Is there a bus in the image?,yes,COCO_val2014_000000299074,adversarial,yes
1337,Is there a traffic light in the image?,no,COCO_val2014_000000299074,adversarial,yes
1338,Is there a handbag in the image?,yes,COCO_val2014_000000120648,adversarial,yes
1339,Is there a person in the image?,no,COCO_val2014_000000120648,adversarial,no
1340,Is there a dining table in the image?,yes,COCO_val2014_000000120648,adversarial,no
1341,Is there a cup in the image?,no,COCO_val2014_000000120648,adversarial,no
1342,Is there a suitcase in the image?,yes,COCO_val2014_000000120648,adversarial,yes
1343,Is there a backpack in the image?,no,COCO_val2014_000000120648,adversarial,yes
1344,Is there a car in the image?,yes,COCO_val2014_000000186709,adversarial,yes
1345,Is there a person in the image?,no,COCO_val2014_000000186709,adversarial,no
1346,Is there a truck in the image?,yes,COCO_val2014_000000186709,adversarial,yes
1347,Is there a traffic light in the image?,no,COCO_val2014_000000186709,adversarial,yes
1348,Is there an orange in the imange?,yes,COCO_val2014_000000186709,adversarial,yes
1349,Is there a dining table in the image?,no,COCO_val2014_000000186709,adversarial,yes
1350,Is there a truck in the image?,yes,COCO_val2014_000000025972,adversarial,no
1351,Is there a person in the image?,no,COCO_val2014_000000025972,adversarial,no
1352,Is there a couch in the image?,yes,COCO_val2014_000000025972,adversarial,yes
1353,Is there a tv in the image?,no,COCO_val2014_000000025972,adversarial,no
1354,Is there a car in the image?,yes,COCO_val2014_000000025972,adversarial,no
1355,Is there a bus in the image?,no,COCO_val2014_000000025972,adversarial,no
1356,Is there a person in the image?,yes,COCO_val2014_000000505542,adversarial,no
1357,Is there a dining table in the image?,no,COCO_val2014_000000505542,adversarial,no
1358,Is there a train in the image?,yes,COCO_val2014_000000505542,adversarial,yes
1359,Is there a truck in the image?,no,COCO_val2014_000000505542,adversarial,no
1360,Is there a car in the image?,yes,COCO_val2014_000000505542,adversarial,no
1361,Is there a bus in the image?,no,COCO_val2014_000000505542,adversarial,no
1362,Is there a person in the image?,yes,COCO_val2014_000000115636,adversarial,yes
1363,Is there a car in the image?,no,COCO_val2014_000000115636,adversarial,no
1364,Is there a horse in the image?,yes,COCO_val2014_000000115636,adversarial,yes
1365,Is there a dog in the image?,no,COCO_val2014_000000115636,adversarial,no
1366,Is there a cow in the image?,yes,COCO_val2014_000000115636,adversarial,yes
1367,Is there a bicycle in the image?,no,COCO_val2014_000000115636,adversarial,no
1368,Is there a broccoli in the image?,yes,COCO_val2014_000000280810,adversarial,yes
1369,Is there a bowl in the image?,no,COCO_val2014_000000280810,adversarial,yes
1370,Is there a fork in the image?,yes,COCO_val2014_000000280810,adversarial,yes
1371,Is there a person in the image?,no,COCO_val2014_000000280810,adversarial,no
1372,Is there a laptop in the image?,yes,COCO_val2014_000000280810,adversarial,yes
1373,Is there a tv in the image?,no,COCO_val2014_000000280810,adversarial,no
1374,Is there a backpack in the image?,yes,COCO_val2014_000000037900,adversarial,yes
1375,Is there a person in the image?,no,COCO_val2014_000000037900,adversarial,no
1376,Is there a handbag in the image?,yes,COCO_val2014_000000037900,adversarial,yes
1377,Is there a dining table in the image?,no,COCO_val2014_000000037900,adversarial,no
1378,Is there a knife in the image?,yes,COCO_val2014_000000037900,adversarial,no
1379,Is there a cup in the image?,no,COCO_val2014_000000037900,adversarial,no
1380,Is there a traffic light in the image?,yes,COCO_val2014_000000534516,adversarial,no
1381,Is there a car in the image?,no,COCO_val2014_000000534516,adversarial,no
1382,Is there a person in the image?,yes,COCO_val2014_000000534516,adversarial,no
1383,Is there a dining table in the image?,no,COCO_val2014_000000534516,adversarial,no
1384,Is there a tie in the image?,yes,COCO_val2014_000000534516,adversarial,no
1385,Is there a cup in the image?,no,COCO_val2014_000000534516,adversarial,no
1386,Is there a bowl in the image?,yes,COCO_val2014_000000123017,adversarial,yes
1387,Is there a cup in the image?,no,COCO_val2014_000000123017,adversarial,yes
1388,Is there a dining table in the image?,yes,COCO_val2014_000000123017,adversarial,yes
1389,Is there a person in the image?,no,COCO_val2014_000000123017,adversarial,no
1390,Is there a chair in the image?,yes,COCO_val2014_000000123017,adversarial,yes
1391,Is there a couch in the image?,no,COCO_val2014_000000123017,adversarial,yes
1392,Is there a person in the image?,yes,COCO_val2014_000000316237,adversarial,no
1393,Is there a car in the image?,no,COCO_val2014_000000316237,adversarial,no
1394,Is there a handbag in the image?,yes,COCO_val2014_000000316237,adversarial,no
1395,Is there a backpack in the image?,no,COCO_val2014_000000316237,adversarial,no
1396,Is there a cell phone in the image?,yes,COCO_val2014_000000316237,adversarial,yes
1397,Is there a dining table in the image?,no,COCO_val2014_000000316237,adversarial,no
1398,Is there a backpack in the image?,yes,COCO_val2014_000000463522,adversarial,no
1399,Is there a handbag in the image?,no,COCO_val2014_000000463522,adversarial,no
1400,Is there a person in the image?,yes,COCO_val2014_000000463522,adversarial,no
1401,Is there a car in the image?,no,COCO_val2014_000000463522,adversarial,no
1402,Is there a dog in the image?,yes,COCO_val2014_000000463522,adversarial,no
1403,Is there a truck in the image?,no,COCO_val2014_000000463522,adversarial,no
1404,Is there a backpack in the image?,yes,COCO_val2014_000000511341,adversarial,no
1405,Is there a skis in the image?,no,COCO_val2014_000000511341,adversarial,no
1406,Is there a person in the image?,yes,COCO_val2014_000000511341,adversarial,yes
1407,Is there a dining table in the image?,no,COCO_val2014_000000511341,adversarial,no
1408,Is there a handbag in the image?,yes,COCO_val2014_000000511341,adversarial,yes
1409,Is there a chair in the image?,no,COCO_val2014_000000511341,adversarial,no
1410,Is there a bottle in the image?,yes,COCO_val2014_000000200583,adversarial,yes
1411,Is there a person in the image?,no,COCO_val2014_000000200583,adversarial,no
1412,Is there a boat in the image?,yes,COCO_val2014_000000200583,adversarial,no
1413,Is there a car in the image?,no,COCO_val2014_000000200583,adversarial,no
1414,Is there a bench in the image?,yes,COCO_val2014_000000200583,adversarial,yes
1415,Is there a backpack in the image?,no,COCO_val2014_000000200583,adversarial,yes
